Query_id	tax
total_13532670	k__Bacteria
total_13533413	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter
total_13533545	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_13534068	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13534867	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae
total_1353622	k__Bacteria
total_13536270	k__Bacteria
total_13537049	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13537321	k__Bacteria;p__Actinobacteria
total_13537898	k__Bacteria;p__Proteobacteria
total_13538080	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_13539236	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13539237	k__Bacteria
total_13540117	k__Bacteria
total_13540846	k__Bacteria;p__Proteobacteria
total_13540866	k__Bacteria
total_13541184	k__Bacteria;p__Proteobacteria
total_13541613	Unclassified
total_13541726	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13542339	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13543388	Unclassified
total_13544001	k__Bacteria;p__Proteobacteria
total_13544156	k__Bacteria
total_13544338	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13545995	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13545997	k__Bacteria;p__Bacteroidetes
total_13545998	k__Bacteria
total_13545999	k__Bacteria;p__Bacteroidetes
total_13546000	k__Bacteria
total_13546002	k__Bacteria;p__Bacteroidetes
total_13546004	k__Bacteria
total_13546006	k__Bacteria;p__Bacteroidetes
total_13546007	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13546011	k__Bacteria;p__Bacteroidetes
total_13546014	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13546017	k__Bacteria;p__Bacteroidetes
total_13546018	k__Bacteria
total_13546025	k__Bacteria;p__Bacteroidetes
total_13546029	k__Bacteria
total_13546035	k__Bacteria
total_13546041	k__Bacteria;p__Bacteroidetes
total_13546044	k__Bacteria;p__Bacteroidetes
total_13546052	k__Bacteria;p__Bacteroidetes
total_13546054	k__Bacteria;p__Bacteroidetes
total_13546057	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13546059	k__Bacteria;p__Bacteroidetes
total_13546067	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13546074	k__Bacteria;p__Bacteroidetes
total_13546077	k__Bacteria;p__Bacteroidetes
total_13546078	k__Bacteria;p__Bacteroidetes
total_13546080	Unclassified
total_13546085	k__Bacteria;p__Bacteroidetes
total_13546088	k__Bacteria
total_13546089	k__Bacteria
total_13546100	k__Bacteria;p__Bacteroidetes
total_13546107	k__Bacteria
total_13546116	k__Bacteria;p__Bacteroidetes
total_13546122	k__Bacteria;p__Bacteroidetes
total_13546128	k__Bacteria;p__Bacteroidetes
total_13547266	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13547283	k__Bacteria;p__Proteobacteria
total_13547447	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13547697	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13548003	k__Bacteria
total_13548304	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13548686	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13548690	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13549342	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales
total_13549859	k__Bacteria
total_13549972	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13550715	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13551026	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13551049	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_13551050	k__Bacteria
total_13552394	k__Bacteria
total_13554599	k__Bacteria
total_13554608	k__Bacteria
total_13554765	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13554981	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_1355503	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13555226	k__Bacteria
total_1355529	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13555331	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13555564	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13556328	Unclassified
total_13556459	k__Bacteria
total_13556924	k__Bacteria
total_13557044	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_13557240	k__Bacteria
total_13557496	k__Bacteria
total_13557497	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13557498	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13557499	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13557500	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13558286	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1355833	k__Bacteria
total_1355837	k__Bacteria
total_1355876	k__Bacteria;p__Proteobacteria
total_1356005	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13560303	k__Bacteria
total_13560536	k__Bacteria
total_13560665	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_1356112	Unclassified
total_13561509	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13562131	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13562359	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1356397	k__Bacteria;p__Proteobacteria
total_1356524	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1356525	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13565570	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13565691	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13565968	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13566169	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13566450	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13566695	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13567187	k__Bacteria
total_13568051	k__Bacteria
total_13568242	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_1356884	k__Bacteria
total_13568884	k__Bacteria
total_13569684	k__Bacteria
total_13570369	k__Bacteria
total_13571983	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13572004	k__Bacteria
total_13572382	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13572528	k__Bacteria
total_13572641	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales
total_13572814	k__Bacteria
total_13572817	k__Bacteria
total_13572818	k__Bacteria
total_13572819	k__Bacteria
total_13572820	k__Bacteria
total_13572821	k__Bacteria
total_13572824	k__Bacteria
total_13572827	Unclassified
total_13572828	k__Bacteria
total_13572831	k__Bacteria
total_13572897	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13572936	k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae
total_13573326	k__Bacteria
total_13573328	k__Bacteria
total_13573446	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13573688	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13574341	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13574357	k__Bacteria
total_13575000	k__Bacteria
total_13576417	k__Bacteria;p__Actinobacteria
total_13577073	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13577241	k__Bacteria;p__Proteobacteria
total_1357748	k__Archaea;p__Thaumarchaeota
total_13577620	k__Bacteria;p__Proteobacteria
total_13577958	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_13577985	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13578273	k__Bacteria
total_13578314	k__Bacteria
total_13578813	k__Bacteria;p__Proteobacteria
total_13579137	k__Bacteria
total_13579342	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_13579819	k__Bacteria
total_1358023	k__Bacteria
total_13580588	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13580596	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13581144	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13581440	k__Bacteria
total_13581750	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_135822	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13582481	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13583601	k__Bacteria
total_13584405	k__Bacteria;p__Actinobacteria
total_13584419	k__Bacteria;p__Proteobacteria
total_13584672	k__Bacteria;p__Bacteroidetes
total_13584725	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13585234	k__Bacteria
total_13585826	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13586819	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13587644	k__Bacteria;p__Actinobacteria
total_13588064	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._URHD0057
total_13588065	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13588066	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13588149	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13589004	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13589404	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13589987	k__Bacteria
total_13590130	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13590466	k__Bacteria
total_13590670	k__Bacteria
total_13590717	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13590885	k__Bacteria;p__Proteobacteria
total_13591054	k__Bacteria
total_13591055	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13591215	k__Bacteria
total_13591333	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1359138	k__Bacteria;p__Proteobacteria
total_1359141	Unclassified
total_13593249	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1359352	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13593563	k__Bacteria
total_13593613	k__Bacteria
total_13593625	k__Bacteria
total_13593722	k__Bacteria
total_13594130	k__Bacteria
total_13594408	k__Bacteria
total_1359494	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_13596260	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1359696	k__Bacteria
total_13597541	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13597634	k__Bacteria
total_13597735	k__Bacteria
total_13598128	k__Bacteria
total_13598141	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_13598376	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13598498	k__Bacteria
total_13598557	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales
total_13598585	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13598743	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13598806	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13599471	k__Bacteria
total_13599663	k__Bacteria
total_13600182	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13600218	k__Bacteria
total_13600270	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13600394	k__Bacteria
total_13600463	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_13600516	k__Bacteria;p__Proteobacteria
total_13601045	k__Bacteria
total_13601119	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13601237	k__Bacteria
total_13601470	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales
total_13602032	k__Bacteria
total_13602545	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13603468	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13603685	k__Bacteria
total_13604168	k__Bacteria
total_13604448	k__Bacteria
total_13604533	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13605337	k__Bacteria
total_13605468	k__Bacteria
total_1360589	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13606371	k__Bacteria
total_13606874	k__Bacteria
total_13607762	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
total_13608071	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13608364	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_1360862	k__Bacteria
total_13608679	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13608798	k__Bacteria
total_13608854	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13609383	k__Bacteria
total_13609404	k__Bacteria
total_13609609	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13609729	k__Bacteria
total_13609945	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13610040	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13610984	k__Bacteria
total_13611982	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13612505	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13613316	k__Bacteria
total_1361340	k__Bacteria
total_13613403	k__Bacteria
total_13614152	Unclassified
total_13614333	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium
total_13614802	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13614928	Unclassified
total_13615179	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13615221	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13615629	k__Bacteria;p__Bacteroidetes
total_13615761	k__Bacteria
total_13615763	k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
total_13616012	k__Bacteria;p__Actinobacteria
total_13616078	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_13618267	k__Bacteria
total_13618536	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas_sp._URHD0057
total_13619205	k__Bacteria
total_13619558	k__Bacteria;p__Proteobacteria
total_13620227	k__Bacteria
total_13620340	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13621864	k__Bacteria
total_13622066	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13622890	k__Bacteria
total_13622937	k__Bacteria
total_13623114	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Bradyrhizobiaceae
total_13623144	k__Bacteria
total_13623504	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae
total_13623756	Unclassified
total_13623889	k__Bacteria
total_13624592	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13625347	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13625761	k__Bacteria
total_13625949	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13627559	k__Bacteria;p__Actinobacteria
total_13627696	k__Bacteria
total_13627863	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas
total_13628274	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13628696	k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales
total_136295	k__Bacteria
total_13629607	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
total_13629882	k__Bacteria;p__Proteobacteria
total_1363033	k__Bacteria
total_13630632	k__Bacteria
total_13631461	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13631534	k__Bacteria
total_13631939	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13632403	k__Bacteria
total_13632554	k__Bacteria
total_13632752	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13632894	k__Bacteria;p__Proteobacteria
total_1363333	k__Bacteria
total_13634228	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_1363452	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_1363463	k__Bacteria;p__Actinobacteria;c__Actinobacteria
total_13635078	k__Bacteria
total_13635099	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae
total_13635124	Unclassified
total_13635757	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13636058	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae
total_1363611	k__Bacteria;p__Candidatus_Yanofskybacteria;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__Candidatus_Yanofskybacteria_bacterium_GW2011_GWD2_39_48
total_13636179	k__Bacteria
total_13636181	k__Bacteria
total_13637082	k__Bacteria;p__Proteobacteria
total_13637156	k__Bacteria
total_1363719	k__Bacteria
total_1363723	k__Bacteria
total_1363725	k__Bacteria
total_1363729	k__Bacteria
total_13637634	k__Bacteria
total_13637648	k__Bacteria
total_13637649	k__Bacteria
total_13638659	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
total_13638752	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13638867	k__Bacteria;p__Actinobacteria
total_13639934	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
total_13640544	k__Bacteria
total_13640592	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales
total_13641050	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae
